FID,id,site_id,country,owner,area_name,status,farmtype,prod_method,prod_stage,purpose,species,position_info,point_def,distance_to_shore_m,costal_inland,the_geom,eurostatcode,species_group,species_name,speciesid,x,y
shellfish.4512,1135,IE_0413,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,185.9724824,At sea,POINT (-9.87112518199996 51.6426717370001),F54,Mussels,n.a.,126,-9.87112518199996,51.6426717370001
shellfish.4520,1181,IE_0423,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,152.9176625,At sea,POINT (-9.81116721899997 53.6075273660001),F54,Mussels,n.a.,126,-9.81116721899997,53.6075273660001
shellfish.4521,1174,IE_0424,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,199.08196506,At sea,POINT (-9.76198556899993 53.5993285650001),F54,Mussels,n.a.,126,-9.76198556899993,53.5993285650001
shellfish.4522,1175,IE_0425,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,247.79505794,At sea,POINT (-9.76200425499997 53.5997775860001),F54,Mussels,n.a.,126,-9.76200425499997,53.5997775860001
shellfish.4523,1176,IE_0426,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,346.55645196,At sea,POINT (-9.48193043399993 51.6919471080001),F54,Mussels,n.a.,126,-9.48193043399993,51.6919471080001
shellfish.4524,1177,IE_0427,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,164.54813794,At sea,POINT (-9.47549103399996 51.6880704220001),F54,Mussels,n.a.,126,-9.47549103399996,51.6880704220001
shellfish.4526,1188,IE_0432,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,231.89574229,At sea,POINT (-9.47248812999993 51.695752558),F54,Mussels,n.a.,126,-9.47248812999993,51.695752558
shellfish.4527,1189,IE_0433,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,294.23895581,At sea,POINT (-9.45988072799997 51.692903777),F54,Mussels,n.a.,126,-9.45988072799997,51.692903777
shellfish.4528,1182,IE_0434,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,368.80247397,At sea,POINT (-9.46605723099998 51.718776404),F54,Mussels,n.a.,126,-9.46605723099998,51.718776404
shellfish.4529,1183,IE_0435,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,318.83994442,At sea,POINT (-9.45879985199997 51.7042294400001),F54,Mussels,n.a.,126,-9.45879985199997,51.7042294400001
shellfish.4530,1184,IE_0436,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,167.29027972,At sea,POINT (-9.47693055499997 51.703800954),F54,Mussels,n.a.,126,-9.47693055499997,51.703800954
shellfish.4531,1185,IE_0437,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,175.73780035,At sea,POINT (-9.47699392899995 51.6977597490001),F54,Mussels,n.a.,126,-9.47699392899995,51.6977597490001
shellfish.4532,1162,IE_0438,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,186.15075239,At sea,POINT (-9.48202203899996 51.6940501780001),F54,Mussels,n.a.,126,-9.48202203899996,51.6940501780001
shellfish.4533,1164,IE_0439,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,172.97242144,At sea,POINT (-9.54363901799996 51.7262697450001),F54,Mussels,n.a.,126,-9.54363901799996,51.7262697450001
shellfish.4534,1165,IE_0440,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,279.92725632,At sea,POINT (-9.54651453299994 51.7303020210001),F54,Mussels,n.a.,126,-9.54651453299994,51.7303020210001
shellfish.4535,1158,IE_0441,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,181.58729095,At sea,POINT (-9.47828101899995 51.69179576),F54,Mussels,n.a.,126,-9.47828101899995,51.69179576
shellfish.4536,1159,IE_0442,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,181.10211284,At sea,POINT (-9.47166553199997 51.695548128),F54,Mussels,n.a.,126,-9.47166553199997,51.695548128
shellfish.4537,1160,IE_0443,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,313.23017329,At sea,POINT (-9.47017184099997 51.68916109),F54,Mussels,n.a.,126,-9.47017184099997,51.68916109
shellfish.4538,1161,IE_0444,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,326.87781206,At sea,POINT (-9.47565808099995 51.699228175),F54,Mussels,n.a.,126,-9.47565808099995,51.699228175
shellfish.4539,1170,IE_0445,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,336.96453908,At sea,POINT (-9.47327013199993 51.6977013010001),F54,Mussels,n.a.,126,-9.47327013199993,51.6977013010001
shellfish.4540,1171,IE_0446,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,162.73485522,At sea,POINT (-9.47574265399993 51.6939697070001),F54,Mussels,n.a.,126,-9.47574265399993,51.6939697070001
shellfish.4541,1172,IE_0447,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,123.14615876,At sea,POINT (-9.47011050799995 51.6912418210001),F54,Mussels,n.a.,126,-9.47011050799995,51.6912418210001
shellfish.4542,1173,IE_0448,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,148.85348268,At sea,POINT (-9.48331056099994 51.6936549150001),F54,Mussels,n.a.,126,-9.48331056099994,51.6936549150001
shellfish.4543,1166,IE_0449,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,383.1171617,At sea,POINT (-9.47655794199994 51.713615131),F54,Mussels,n.a.,126,-9.47655794199994,51.713615131
shellfish.4544,1167,IE_0450,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,213.89168791,At sea,POINT (-9.46523319899995 51.7168153330001),F54,Mussels,n.a.,126,-9.46523319899995,51.7168153330001
shellfish.4545,1168,IE_0451,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,180.54813294,At sea,POINT (-9.46657053099995 51.6925112120001),F54,Mussels,n.a.,126,-9.46657053099995,51.6925112120001
shellfish.4546,1169,IE_0452,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,411.61627298,At sea,POINT (-9.46828160799993 51.714877362),F54,Mussels,n.a.,126,-9.46828160799993,51.714877362
shellfish.4547,1085,IE_0453,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,160.71350084,At sea,POINT (-9.57974942499993 51.7025001320001),F54,Mussels,n.a.,126,-9.57974942499993,51.7025001320001
shellfish.4548,1086,IE_0454,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,200.59057226,At sea,POINT (-9.53276852899995 51.7330916980001),F54,Mussels,n.a.,126,-9.53276852899995,51.7330916980001
shellfish.4549,1087,IE_0455,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,244.42247692,At sea,POINT (-9.46967698599997 51.696277455),F54,Mussels,n.a.,126,-9.46967698599997,51.696277455
shellfish.4550,1088,IE_0456,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,271.3769421,At sea,POINT (-9.45888120799998 51.7233379370001),F54,Mussels,n.a.,126,-9.45888120799998,51.7233379370001
shellfish.4551,1081,IE_0457,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,141.55433874,At sea,POINT (-9.47505719499998 51.6961755780001),F54,Mussels,n.a.,126,-9.47505719499998,51.6961755780001
shellfish.4552,1082,IE_0458,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,124.18248904,At sea,POINT (-9.54814703999995 51.7293053400001),F54,Mussels,n.a.,126,-9.54814703999995,51.7293053400001
shellfish.4553,1083,IE_0459,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,195.62898514,At sea,POINT (-9.54505074499997 51.717512663),F54,Mussels,n.a.,126,-9.54505074499997,51.717512663
shellfish.4554,1084,IE_0460,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,103.89381434,At sea,POINT (-9.53161992899993 51.732593449),F54,Mussels,n.a.,126,-9.53161992899993,51.732593449
shellfish.4555,1093,IE_0461,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,175.1711455,At sea,POINT (-9.53128142699995 51.742978222),F54,Mussels,n.a.,126,-9.53128142699995,51.742978222
shellfish.4556,1094,IE_0462,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,195.73930039,At sea,POINT (-9.47188684099996 51.6893909550001),F54,Mussels,n.a.,126,-9.47188684099996,51.6893909550001
shellfish.4557,1095,IE_0463,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,110.06851639,At sea,POINT (-9.91211654199998 51.749433858),F54,Mussels,n.a.,126,-9.91211654199998,51.749433858
shellfish.4558,1096,IE_0464,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,157.0017268,At sea,POINT (-9.47654591999998 51.704776092),F54,Mussels,n.a.,126,-9.47654591999998,51.704776092
shellfish.4559,1089,IE_0465,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,600.63035194,At sea,POINT (-7.68389807699998 55.1536658630001),F54,Mussels,n.a.,126,-7.68389807699998,55.1536658630001
shellfish.4561,1091,IE_0467,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,213.64513178,At sea,POINT (-9.80029297299996 53.6033159500001),F54,Mussels,n.a.,126,-9.80029297299996,53.6033159500001
shellfish.4562,1092,IE_0468,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,150.369371,At sea,POINT (-9.76196688299996 53.5988795480001),F54,Mussels,n.a.,126,-9.76196688299996,53.5988795480001
shellfish.4563,1070,IE_0472,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,236.5597571,At sea,POINT (-9.80120208499994 53.9242223200001),F54,Mussels,n.a.,126,-9.80120208499994,53.9242223200001
shellfish.4564,1071,IE_0473,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,575.33494662,At sea,POINT (-7.69015491299996 55.155927524),F54,Mussels,n.a.,126,-7.69015491299996,55.155927524
shellfish.4565,1072,IE_0474,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,315.02664193,At sea,POINT (-7.67766369799995 55.1487092360001),F54,Mussels,n.a.,126,-7.67766369799995,55.1487092360001
shellfish.4567,1067,IE_0479,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,220.81967681,At sea,POINT (-9.79275091799997 53.600307904),F54,Mussels,n.a.,126,-9.79275091799997,53.600307904
shellfish.4568,1068,IE_0480,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,85.06960745,At sea,POINT (-9.75066263399998 53.599494758),F54,Mussels,n.a.,126,-9.75066263399998,53.599494758
shellfish.4574,1074,IE_0487,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,108.67982698,At sea,POINT (-9.80678004499993 53.6047260720001),F54,Mussels,n.a.,126,-9.80678004499993,53.6047260720001
shellfish.4575,1075,IE_0488,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,101.7826209,At sea,POINT (-9.76645851699993 53.5979147400001),F54,Mussels,n.a.,126,-9.76645851699993,53.5979147400001
shellfish.4581,1124,IE_0497,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,41.79848065,At sea,POINT (-9.79732772299997 53.6010894870001),F54,Mussels,n.a.,126,-9.79732772299997,53.6010894870001
shellfish.4582,1125,IE_0498,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,234.75387407,At sea,POINT (-9.75673881099993 53.6003043000001),F54,Mussels,n.a.,126,-9.75673881099993,53.6003043000001
shellfish.4591,1097,IE_0513,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,101.57331978,At sea,POINT (-9.83864584299994 53.61659638),F54,Mussels,n.a.,126,-9.83864584299994,53.61659638
shellfish.4592,1098,IE_0514,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,173.46526338,At sea,POINT (-9.75295511099995 53.600135138),F54,Mussels,n.a.,126,-9.75295511099995,53.600135138
shellfish.4593,1099,IE_0515,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,118.75602469,At sea,POINT (-9.82174276499995 53.6101154260001),F54,Mussels,n.a.,126,-9.82174276499995,53.6101154260001
shellfish.4594,1100,IE_0516,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,101.13056939,At sea,POINT (-9.75292722499995 53.599461605),F54,Mussels,n.a.,126,-9.75292722499995,53.599461605
shellfish.4595,1109,IE_0517,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,117.18623514,At sea,POINT (-9.79388446599995 53.5996639940001),F54,Mussels,n.a.,126,-9.79388446599995,53.5996639940001
shellfish.4596,1110,IE_0518,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,89.6897818,At sea,POINT (-9.75969299499997 53.5986883630001),F54,Mussels,n.a.,126,-9.75969299499997,53.5986883630001
shellfish.4597,1111,IE_0519,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,89.20298353,At sea,POINT (-9.74615194099994 53.6000099610001),F54,Mussels,n.a.,126,-9.74615194099994,53.6000099610001
shellfish.4598,1112,IE_0520,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,119.22604898,At sea,POINT (-9.82669888399994 53.6111631190001),F54,Mussels,n.a.,126,-9.82669888399994,53.6111631190001
shellfish.4599,1105,IE_0521,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,75.3631391,At sea,POINT (-9.75667918599993 53.5988674340001),F54,Mussels,n.a.,126,-9.75667918599993,53.5988674340001
shellfish.4605,1026,IE_0528,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,180.9065294,At sea,POINT (-8.94921675499995 53.163992815),F54,Mussels,n.a.,126,-8.94921675499995,53.163992815
shellfish.4606,1019,IE_0529,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,278.70540626,At sea,POINT (-8.95386845799993 53.1612947030001),F54,Mussels,n.a.,126,-8.95386845799993,53.1612947030001
shellfish.4623,1004,IE_0546,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,311.53836897,At sea,POINT (-9.41312766999994 51.535683733),F54,Mussels,n.a.,126,-9.41312766999994,51.535683733
shellfish.4641,1059,IE_0582,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,391.68584456,At sea,POINT (-9.83660423799995 51.6551089110001),F54,Mussels,n.a.,126,-9.83660423799995,51.6551089110001
shellfish.4643,1060,IE_0584,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,28.04377705,At sea,POINT (-10.0368800859999 53.4721186520001),F54,Mussels,n.a.,126,-10.0368800859999,53.4721186520001
shellfish.4644,1061,IE_0585,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,63.92977452,At sea,POINT (-9.74915289599994 53.5995168370001),F54,Mussels,n.a.,126,-9.74915289599994,53.5995168370001
shellfish.4646,1040,IE_0587,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,112.41530363,At sea,POINT (-9.74917144699998 53.599965861),F54,Mussels,n.a.,126,-9.74917144699998,53.599965861
shellfish.4652,1038,IE_0595,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,175.13305097,At sea,POINT (-9.49544751199994 51.514583228),F54,Mussels,n.a.,126,-9.49544751199994,51.514583228
shellfish.4655,1049,IE_0598,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,243.99593734,At sea,POINT (-6.95776535699997 52.1815914050001),F54,Mussels,n.a.,126,-6.95776535699997,52.1815914050001
shellfish.4660,1046,IE_0614,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,428.05780825,At sea,POINT (-9.54752639199995 51.6090728460001),F54,Mussels,n.a.,126,-9.54752639199995,51.6090728460001
shellfish.4662,963,IE_0616,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,284.35378192,At sea,POINT (-9.54544473599998 51.6086672710001),F54,Mussels,n.a.,126,-9.54544473599998,51.6086672710001
shellfish.4663,964,IE_0618,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,398.33338891,At sea,POINT (-9.54572891299995 51.6103304630001),F54,Mussels,n.a.,126,-9.54572891299995,51.6103304630001
shellfish.4665,1513,IE_0620,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,206.99354983,At sea,POINT (-6.95596399799996 52.1751783760001),F54,Mussels,n.a.,126,-6.95596399799996,52.1751783760001
shellfish.4666,1512,IE_0621,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,257.66873547,At sea,POINT (-6.96092828699994 52.1738441140001),F54,Mussels,n.a.,126,-6.96092828699994,52.1738441140001
shellfish.4667,1511,IE_0622,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,329.74264116,At sea,POINT (-6.96702641599995 52.17066909),F54,Mussels,n.a.,126,-6.96702641599995,52.17066909
shellfish.4668,1525,IE_0623,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,362.70232576,At sea,POINT (-6.97010922199996 52.1657539010001),F54,Mussels,n.a.,126,-6.97010922199996,52.1657539010001
shellfish.4672,960,IE_0629,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,561.66823284,At sea,POINT (-6.18160192499994 54.0493732740001),F54,Mussels,n.a.,126,-6.18160192499994,54.0493732740001
shellfish.4673,961,IE_0630,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,471.87127007,At sea,POINT (-9.84694705799996 52.1272773330001),F54,Mussels,n.a.,126,-9.84694705799996,52.1272773330001
shellfish.4675,971,IE_0632,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,29.61321783,At sea,POINT (-10.039534166 53.4728381900001),F54,Mussels,n.a.,126,-10.039534166,53.4728381900001
shellfish.4680,969,IE_0639,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,535.85129321,At sea,POINT (-6.23014426999993 54.0769658360001),F54,Mussels,n.a.,126,-6.23014426999993,54.0769658360001
shellfish.4686,944,IE_0648,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,713.38495596,At sea,POINT (-9.87819492699998 52.1489920560001),F54,Mussels,n.a.,126,-9.87819492699998,52.1489920560001
shellfish.4690,955,IE_0651,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,154.43536208,At sea,POINT (-9.87725949099996 52.1146769050001),F54,Mussels,n.a.,126,-9.87725949099996,52.1146769050001
shellfish.4693,950,IE_0654,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,677.91137854,At sea,POINT (-6.23713332699998 54.0815116320001),F54,Mussels,n.a.,126,-6.23713332699998,54.0815116320001
shellfish.4694,951,IE_0655,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,237.08722143,At sea,POINT (-6.24334199899994 54.079903233),F54,Mussels,n.a.,126,-6.24334199899994,54.079903233
shellfish.4695,952,IE_0656,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,1542.45185333,At sea,POINT (-6.14885269199993 54.0456120320001),F54,Mussels,n.a.,126,-6.14885269199993,54.0456120320001
shellfish.4696,953,IE_0657,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,1234.87705586,At sea,POINT (-6.14925898399997 54.0421843650001),F54,Mussels,n.a.,126,-6.14925898399997,54.0421843650001
shellfish.4698,996,IE_0660,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,321.71553669,At sea,POINT (-9.88604248499996 52.1509018420001),F54,Mussels,n.a.,126,-9.88604248499996,52.1509018420001
shellfish.4701,990,IE_0662,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,132.94644418,At sea,POINT (-9.81837824599995 52.130531563),F54,Mussels,n.a.,126,-9.81837824599995,52.130531563
shellfish.4706,1001,IE_0665,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,23.63854232,At sea,POINT (-9.86940312999997 52.114263158),F54,Mussels,n.a.,126,-9.86940312999997,52.114263158
shellfish.4711,732,IE_0670,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,2663.09925634,Within the coastline,POINT (-6.97809467199994 52.2644245870001),F54,Mussels,n.a.,126,-6.97809467199994,52.2644245870001
shellfish.4715,980,IE_0674,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,1033.91469688,At sea,POINT (-6.23181951099997 54.0828182930001),F54,Mussels,n.a.,126,-6.23181951099997,54.0828182930001
shellfish.4723,988,IE_0683,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,222.01466547,At sea,POINT (-9.51126916799996 51.510250356),F54,Mussels,n.a.,126,-9.51126916799996,51.510250356
shellfish.4724,982,IE_0684,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,310.1499605,At sea,POINT (-9.57105888399997 51.6564846040001),F54,Mussels,n.a.,126,-9.57105888399997,51.6564846040001
shellfish.4735,910,IE_0698,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,382.2607688,At sea,POINT (-9.45830347399993 51.4965925440001),F54,Mussels,n.a.,126,-9.45830347399993,51.4965925440001
shellfish.4738,893,IE_0701,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,570.82360589,At sea,POINT (-6.94928003299998 52.2285263630001),F54,Mussels,n.a.,126,-6.94928003299998,52.2285263630001
shellfish.4740,927,IE_0705,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,709.6733322,At sea,POINT (-7.54085819099993 55.063796471),F54,Mussels,n.a.,126,-7.54085819099993,55.063796471
shellfish.4753,924,IE_0719,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,94.21641484,At sea,POINT (-9.77570488399994 51.8385473750001),F54,Mussels,n.a.,126,-9.77570488399994,51.8385473750001
shellfish.4754,925,IE_0720,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,121.67508747,At sea,POINT (-9.89455147599995 51.8066184690001),F54,Mussels,n.a.,126,-9.89455147599995,51.8066184690001
shellfish.4765,762,IE_0731,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,549.33951342,At sea,POINT (-9.90804412499995 52.1322710480001),F54,Mussels,n.a.,126,-9.90804412499995,52.1322710480001
shellfish.4770,770,IE_0736,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,908.19631887,At sea,POINT (-8.22819358599997 51.8497094640001),F54,Mussels,n.a.,126,-8.22819358599997,51.8497094640001
shellfish.4775,746,IE_0742,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,680.37199142,At sea,POINT (-9.83818889199995 52.1330434540001),F54,Mussels,n.a.,126,-9.83818889199995,52.1330434540001
shellfish.4780,758,IE_0747,Ireland,n.a.,n.a.,Licensed,Mussels,n.a.,n.a.,n.a.,Mussels,Polygon centroid,Farm,143.04820248,At sea,POINT (-9.83034011099994 51.768335736),F54,Mussels,n.a.,126,-9.83034011099994,51.768335736
