FID,id,site_id,country,owner,area_name,status,farmtype,prod_method,prod_stage,purpose,species,position_info,point_def,distance_to_shore_m,costal_inland,the_geom,eurostatcode,species_group,species_name,speciesid,x,y
shellfish.4935,1589,IE_0908,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,1127.48949618,At sea,POINT (-7.58983856999993 52.071466512),F53,Oysters,n.a.,128,-7.58983856999993,52.071466512
shellfish.4936,1590,IE_0909,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,371.74519282,At sea,POINT (-7.57832041399996 52.0543101320001),F53,Oysters,n.a.,128,-7.57832041399996,52.0543101320001
shellfish.4937,1583,IE_0910,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,274.13188162,At sea,POINT (-7.57724917199994 52.053417509),F53,Oysters,n.a.,128,-7.57724917199994,52.053417509
shellfish.4938,1563,IE_0911,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,156.18316218,At sea,POINT (-9.95091666199994 53.9722414070001),F53,Oysters,n.a.,128,-9.95091666199994,53.9722414070001
shellfish.4944,1500,IE_0917,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,1026.01767603,At sea,POINT (-9.87575532599993 52.1289136830001),F53,Oysters,n.a.,128,-9.8757553259999291,52.1289136830001
shellfish.4947,932,IE_0924,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,62.51039742,At sea,POINT (-9.55512087599993 52.6540698310001),F53,Oysters,n.a.,128,-9.55512087599993,52.6540698310001
shellfish.4948,906,IE_0925,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,332.27593706,At sea,POINT (-9.54617110099997 52.6365039710001),F53,Oysters,n.a.,128,-9.54617110099997,52.6365039710001
shellfish.4949,999,IE_0926,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,237.53399072,At sea,POINT (-9.51339335899996 52.575377449),F53,Oysters,n.a.,128,-9.51339335899996,52.575377449
shellfish.4954,937,IE_0932,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,56.17359005,At sea,POINT (-9.55565942399994 52.6548449000001),F53,Oysters,n.a.,128,-9.55565942399994,52.6548449000001
shellfish.4955,936,IE_0933,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,95.8283665,At sea,POINT (-9.55415850599996 52.6534185450001),F53,Oysters,n.a.,128,-9.55415850599996,52.6534185450001
shellfish.4956,935,IE_0934,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,302.20266959,At sea,POINT (-9.55402116199997 52.6493198850001),F53,Oysters,n.a.,128,-9.55402116199997,52.6493198850001
shellfish.4958,933,IE_0936,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,53.29189289,At sea,POINT (-9.55730748199994 52.6559287650001),F53,Oysters,n.a.,128,-9.55730748199994,52.6559287650001
shellfish.4960,931,IE_0938,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,71.63394803,At sea,POINT (-9.55433670599996 52.6565310770001),F53,Oysters,n.a.,128,-9.55433670599996,52.6565310770001
shellfish.4961,930,IE_0939,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,113.84226754,At sea,POINT (-9.55489247699995 52.653329957),F53,Oysters,n.a.,128,-9.55489247699995,52.653329957
shellfish.4962,929,IE_0940,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,183.03916126,At sea,POINT (-9.55455935999993 52.652643019),F53,Oysters,n.a.,128,-9.55455935999993,52.652643019
shellfish.4963,928,IE_0941,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,60.84282156,At sea,POINT (-9.55614824999998 52.655106544),F53,Oysters,n.a.,128,-9.55614824999998,52.655106544
shellfish.4964,923,IE_0942,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,268.82236138,At sea,POINT (-7.28502661799996 55.291403185),F53,Oysters,n.a.,128,-7.28502661799996,55.291403185
shellfish.4965,920,IE_0943,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,360.89185826,At sea,POINT (-9.53355870799993 51.661514331),F53,Oysters,n.a.,128,-9.53355870799993,51.661514331
shellfish.4967,911,IE_0945,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,389.81461038,At sea,POINT (-9.54767959799995 52.634398149),F53,Oysters,n.a.,128,-9.54767959799995,52.634398149
shellfish.4968,908,IE_0946,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,221.011453,At sea,POINT (-9.54442643099998 52.646185707),F53,Oysters,n.a.,128,-9.54442643099998,52.646185707
shellfish.4969,196,IE_0947,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,169.86314606,At sea,POINT (-7.70163019099994 55.210438196),F53,Oysters,n.a.,128,-7.70163019099994,55.210438196
shellfish.4970,934,IE_0948,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,201.73376298,At sea,POINT (-9.55543216799998 52.650642556),F53,Oysters,n.a.,128,-9.55543216799998,52.650642556
shellfish.4971,1119,IE_0949,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,292.09088215,At sea,POINT (-6.17318439399997 54.043762095),F53,Oysters,n.a.,128,-6.17318439399997,54.043762095
shellfish.4973,1241,IE_0951,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,405.17380364,At sea,POINT (-9.53570651799993 52.5701473500001),F53,Oysters,n.a.,128,-9.53570651799993,52.5701473500001
shellfish.4974,1219,IE_0952,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,119.91495562,At sea,POINT (-9.98507112199997 53.5527050090001),F53,Oysters,n.a.,128,-9.98507112199997,53.5527050090001
shellfish.4975,1209,IE_0955,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,383.40440691,At sea,POINT (-9.54548875999996 52.5699885510001),F53,Oysters,n.a.,128,-9.54548875999996,52.5699885510001
shellfish.4977,1163,IE_0957,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,138.90393564,At sea,POINT (-7.30208959199996 55.302650982),F53,Oysters,n.a.,128,-7.30208959199996,55.302650982
shellfish.4981,1120,IE_0961,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,311.49324253,At sea,POINT (-6.16980092299997 54.0422375320001),F53,Oysters,n.a.,128,-6.16980092299997,54.0422375320001
shellfish.4982,905,IE_0962,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,359.49497385,At sea,POINT (-9.54678150399997 52.635464239),F53,Oysters,n.a.,128,-9.54678150399997,52.635464239
shellfish.4983,1115,IE_0963,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,163.74838331,At sea,POINT (-8.47448026099994 54.7593610050001),F53,Oysters,n.a.,128,-8.47448026099994,54.7593610050001
shellfish.4984,1113,IE_0964,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,557.48362082,At sea,POINT (-6.15571155399994 54.03736845),F53,Oysters,n.a.,128,-6.15571155399994,54.03736845
shellfish.4989,1077,IE_0969,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,48.63711718,At sea,POINT (-6.11863752599993 54.0138038790001),F53,Oysters,n.a.,128,-6.11863752599993,54.0138038790001
shellfish.4990,1066,IE_0970,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,88.71982299,At sea,POINT (-10.07037328 53.5122924010001),F53,Oysters,n.a.,128,-10.07037328,53.5122924010001
shellfish.4993,232,IE_0974,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,60.55452368,At sea,POINT (-10.0711529509999 53.5055396760001),F53,Oysters,n.a.,128,-10.0711529509999,53.5055396760001
shellfish.4994,907,IE_0975,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,384.08398316,At sea,POINT (-9.54702921799998 52.634944696),F53,Oysters,n.a.,128,-9.54702921799998,52.634944696
shellfish.4997,764,IE_0977,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,73.80811875,At sea,POINT (-7.31483964199998 55.288086713),F53,Oysters,n.a.,128,-7.31483964199998,55.288086713
shellfish.4998,763,IE_0978,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,159.89192304,At sea,POINT (-7.30937885199995 55.2885128870001),F53,Oysters,n.a.,128,-7.30937885199995,55.2885128870001
shellfish.4999,760,IE_0979,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,210.27476153,At sea,POINT (-8.53689153999994 51.6954379200001),F53,Oysters,n.a.,128,-8.53689153999994,51.6954379200001
shellfish.5000,749,IE_0980,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,"Oysters,Aquatic Food",Polygon centroid,Farm,457.06636755,At sea,POINT (-7.58189327199995 52.0550684030001),F53,Oysters,n.a.,128,-7.58189327199995,52.0550684030001
shellfish.5003,773,IE_0985,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,268.27374365,At sea,POINT (-9.48403764999995 52.5726190990001),F53,Oysters,n.a.,128,-9.48403764999995,52.5726190990001
shellfish.5004,244,IE_0986,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,354.60130383,At sea,POINT (-10.258296808 51.9418437780001),F53,Oysters,n.a.,128,-10.258296808,51.9418437780001
shellfish.5005,231,IE_0988,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,238.94011973,At sea,POINT (-7.28333936299993 55.2913200770001),F53,Oysters,n.a.,128,-7.28333936299993,55.2913200770001
shellfish.5006,230,IE_0989,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,286.86061654,At sea,POINT (-7.29587937999997 55.297242694),F53,Oysters,n.a.,128,-7.29587937999997,55.297242694
shellfish.5007,229,IE_0990,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,326.08672675,At sea,POINT (-7.29768523899997 55.2980623300001),F53,Oysters,n.a.,128,-7.29768523899997,55.2980623300001
shellfish.5009,223,IE_0992,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,143.16632827,At sea,POINT (-7.30071088799997 55.301924059),F53,Oysters,n.a.,128,-7.30071088799997,55.301924059
shellfish.5010,220,IE_0993,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,268.8587976,At sea,POINT (-7.28818848699996 55.2926252880001),F53,Oysters,n.a.,128,-7.28818848699996,55.2926252880001
shellfish.5011,219,IE_0994,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,146.06298048,At sea,POINT (-7.28691104899997 55.2934531170001),F53,Oysters,n.a.,128,-7.28691104899997,55.2934531170001
shellfish.5012,208,IE_0995,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,564.48557807,At sea,POINT (-8.18072368599996 54.6335057950001),F53,Oysters,n.a.,128,-8.18072368599996,54.6335057950001
shellfish.5013,206,IE_0997,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,97.15247562,At sea,POINT (-7.74882290999994 55.1764532550001),F53,Oysters,n.a.,128,-7.74882290999994,55.1764532550001
shellfish.5014,733,IE_0998,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,137.23242181,Within the coastline,POINT (-9.49252923999995 52.5772935140001),F53,Oysters,n.a.,128,-9.49252923999995,52.5772935140001
shellfish.5015,883,IE_0999,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,126.50010909,At sea,POINT (-7.31413953899994 55.2876990720001),F53,Oysters,n.a.,128,-7.31413953899994,55.2876990720001
shellfish.5016,904,IE_1000,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,266.82893912,At sea,POINT (-9.54508554199998 52.6378769890001),F53,Oysters,n.a.,128,-9.54508554199998,52.6378769890001
shellfish.5017,899,IE_1001,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,51.39673552,At sea,POINT (-9.54653700499995 52.651906082),F53,Oysters,n.a.,128,-9.54653700499995,52.651906082000004
shellfish.5018,898,IE_1002,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,143.82764441,At sea,POINT (-9.54887200699994 52.652816262),F53,Oysters,n.a.,128,-9.54887200699994,52.652816262
shellfish.5020,891,IE_1004,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,50.12189093,At sea,POINT (-9.55273431399996 52.654047269),F53,Oysters,n.a.,128,-9.55273431399996,52.654047269
shellfish.5021,890,IE_1005,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,286.35711742,At sea,POINT (-9.54579302699995 52.637468836),F53,Oysters,n.a.,128,-9.54579302699995,52.637468836
shellfish.5022,889,IE_1006,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,339.19978209,At sea,POINT (-9.54648872599995 52.6359986100001),F53,Oysters,n.a.,128,-9.54648872599995,52.6359986100001
shellfish.5024,887,IE_1008,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,47.29217644,At sea,POINT (-9.54746233199995 52.6526634470001),F53,Oysters,n.a.,128,-9.54746233199995,52.6526634470001
shellfish.5025,886,IE_1009,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,69.71161825,At sea,POINT (-9.55019212099995 52.651285124),F53,Oysters,n.a.,128,-9.55019212099995,52.651285124
shellfish.5026,772,IE_1010,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,"Oysters,Aquatic Food",Polygon centroid,Farm,477.35397688,At sea,POINT (-7.58881295199996 52.059001376),F53,Oysters,n.a.,128,-7.58881295199996,52.059001376
shellfish.5027,884,IE_1011,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,323.918591,At sea,POINT (-9.54604089099996 52.6370032680001),F53,Oysters,n.a.,128,-9.54604089099996,52.6370032680001
shellfish.5029,818,IE_1013,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,104.27071401,At sea,POINT (-8.97420059399997 53.1918546250001),F53,Oysters,n.a.,128,-8.97420059399997,53.1918546250001
shellfish.5030,808,IE_1014,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,38.7247734,At sea,POINT (-9.55029356299997 52.650483079),F53,Oysters,n.a.,128,-9.55029356299997,52.650483079
shellfish.5032,802,IE_1018,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,109.58952947,At sea,POINT (-9.55881401799996 52.6528076530001),F53,Oysters,n.a.,128,-9.55881401799996,52.6528076530001
shellfish.5033,801,IE_1019,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,133.41301084,At sea,POINT (-7.30851080799994 55.289053972),F53,Oysters,n.a.,128,-7.30851080799994,55.289053972
shellfish.5034,885,IE_1023,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,218.62719496,At sea,POINT (-9.55070492999994 52.656453739),F53,Oysters,n.a.,128,-9.55070492999994,52.656453739
shellfish.5035,1539,IE_1024,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,122.71628979,At sea,POINT (-8.98690975299996 53.2298972),F53,Oysters,n.a.,128,-8.98690975299996,53.2298972
shellfish.5036,1255,IE_1025,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,239.4301179,At sea,POINT (-7.30316513099996 55.301959063),F53,Oysters,n.a.,128,-7.30316513099996,55.301959063
shellfish.5038,1567,IE_1027,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,271.31978744,At sea,POINT (-7.48044768499994 55.0814630880001),F53,Oysters,n.a.,128,-7.48044768499994,55.0814630880001
shellfish.5040,1561,IE_1029,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,68.73652236,At sea,POINT (-9.94398135599994 53.9625726780001),F53,Oysters,n.a.,128,-9.94398135599994,53.9625726780001
shellfish.5042,1551,IE_1031,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,36.58613803,At sea,POINT (-6.12263189499993 54.015462352),F53,Oysters,n.a.,128,-6.12263189499993,54.015462352
shellfish.5044,1546,IE_1033,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,137.26733857,At sea,POINT (-10.26067706 51.944066837),F53,Oysters,n.a.,128,-10.26067706,51.944066837
shellfish.5045,1544,IE_1034,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,112.17200202,At sea,POINT (-8.40036756699993 54.9568901710001),F53,Oysters,n.a.,128,-8.40036756699993,54.9568901710001
shellfish.5046,1570,IE_1035,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,64.72621626,At sea,POINT (-7.48080530599998 55.049640002),F53,Oysters,n.a.,128,-7.48080530599998,55.049640002
shellfish.5047,1542,IE_1036,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,117.50139026,At sea,POINT (-8.32462607799994 54.8773374090001),F53,Oysters,n.a.,128,-8.32462607799994,54.8773374090001
shellfish.5049,1534,IE_1038,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,94.53287951,At sea,POINT (-7.30739569299993 55.2895469870001),F53,Oysters,n.a.,128,-7.30739569299993,55.2895469870001
shellfish.5050,1533,IE_1039,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,166.22248617,At sea,POINT (-8.32784203499995 54.8771992800001),F53,Oysters,n.a.,128,-8.32784203499995,54.8771992800001
shellfish.5051,1532,IE_1040,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,111.79045916,At sea,POINT (-9.01043063499998 53.2180440130001),F53,Oysters,n.a.,128,-9.01043063499998,53.2180440130001
shellfish.5052,1531,IE_1041,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,100.12906365,At sea,POINT (-9.00736384899994 53.170713348),F53,Oysters,n.a.,128,-9.00736384899994,53.170713348
shellfish.5053,1530,IE_1042,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,156.04155823,At sea,POINT (-8.97489508399997 53.1762764700001),F53,Oysters,n.a.,128,-8.97489508399997,53.1762764700001
shellfish.5056,1543,IE_1048,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,307.05493691,At sea,POINT (-8.32799492999993 54.8804418920001),F53,Oysters,n.a.,128,-8.32799492999993,54.8804418920001
shellfish.5057,1596,IE_1049,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,71.24475548,At sea,POINT (-10.077247756 53.5135775320001),F53,Oysters,n.a.,128,-10.077247756,53.5135775320001
shellfish.5058,1634,IE_1050,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,90.7337997,At sea,POINT (-6.11252333399995 54.0103849660001),F53,Oysters,n.a.,128,-6.11252333399995,54.0103849660001
shellfish.5059,1626,IE_1051,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,187.38522924,At sea,POINT (-7.30503497999996 55.3034061610001),F53,Oysters,n.a.,128,-7.30503497999996,55.3034061610001
shellfish.5060,1625,IE_1052,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,66.5852152,At sea,POINT (-7.30705882299998 55.305434259),F53,Oysters,n.a.,128,-7.30705882299998,55.305434259
shellfish.5061,1624,IE_1053,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,305.92087944,At sea,POINT (-9.19149958999998 54.2105888770001),F53,Oysters,n.a.,128,-9.19149958999998,54.2105888770001
shellfish.5062,1622,IE_1054,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,239.00084567,At sea,POINT (-7.29004219299998 55.293891113),F53,Oysters,n.a.,128,-7.29004219299998,55.293891113
shellfish.5063,1617,IE_1055,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,125.43588635,At sea,POINT (-9.55979578999995 52.6540516270001),F53,Oysters,n.a.,128,-9.55979578999995,52.6540516270001
shellfish.5064,1615,IE_1056,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,122.31672219,At sea,POINT (-8.46861574099995 54.758198754),F53,Oysters,n.a.,128,-8.46861574099995,54.758198754
shellfish.5065,1614,IE_1057,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,177.20687862,At sea,POINT (-7.28505422999996 55.292473493),F53,Oysters,n.a.,128,-7.28505422999996,55.292473493
shellfish.5066,1607,IE_1059,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,290.45390464,At sea,POINT (-7.28628350199995 55.2916612930001),F53,Oysters,n.a.,128,-7.28628350199995,55.2916612930001
shellfish.5067,1569,IE_1060,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,58.71644377,At sea,POINT (-7.49181382399996 55.0431048560001),F53,Oysters,n.a.,128,-7.49181382399996,55.0431048560001
shellfish.5071,1586,IE_1064,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,210.35309253,At sea,POINT (-8.49160320099998 54.769337627),F53,Oysters,n.a.,128,-8.49160320099998,54.769337627
shellfish.5074,1579,IE_1067,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,196.33832176,At sea,POINT (-8.39052932799996 54.945394933),F53,Oysters,n.a.,128,-8.39052932799996,54.945394933
shellfish.5076,1576,IE_1069,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,265.91798845,At sea,POINT (-8.42904872599996 54.93894599),F53,Oysters,n.a.,128,-8.42904872599996,54.93894599
shellfish.5077,1575,IE_1070,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,173.15484152,At sea,POINT (-7.31777547699994 55.2874654450001),F53,Oysters,n.a.,128,-7.31777547699994,55.2874654450001
shellfish.5078,1574,IE_1071,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,371.78233053,At sea,POINT (-6.15857759299996 54.036451577),F53,Oysters,n.a.,128,-6.15857759299996,54.036451577
shellfish.5079,1572,IE_1072,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,51.31119257,At sea,POINT (-9.65682688699997 53.8930344140001),F53,Oysters,n.a.,128,-9.65682688699997,53.8930344140001
shellfish.5080,1602,IE_1073,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,251.80737654,At sea,POINT (-7.28911336499993 55.2932804110001),F53,Oysters,n.a.,128,-7.28911336499993,55.2932804110001
shellfish.5081,1427,IE_1074,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,610.04636625,At sea,POINT (-9.19347691799993 54.2143459320001),F53,Oysters,n.a.,128,-9.19347691799993,54.2143459320001
shellfish.5082,1490,IE_1075,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,150.59632246,At sea,POINT (-9.70363163199994 52.6024511040001),F53,Oysters,n.a.,128,-9.70363163199994,52.6024511040001
shellfish.5084,1488,IE_1077,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,119.42127958,At sea,POINT (-9.70367122699997 52.5918284360001),F53,Oysters,n.a.,128,-9.70367122699997,52.5918284360001
shellfish.5085,1487,IE_1078,Ireland,n.a.,n.a.,Licensed,Oysters,n.a.,n.a.,n.a.,Oysters,Polygon centroid,Farm,78.45828963,At sea,POINT (-9.68873265799994 53.893078717),F53,Oysters,n.a.,128,-9.68873265799994,53.893078717
